doc,Page,Ycord_first,Xcord_first,font_size,font_name,Object,Textbox,word,special_char
001_sd.pdf,1,619.101,219.47000000000003,9,BAAAAA+Arial-BoldMT,4,9,",",1
001_sd.pdf,1,619.101,224.55500000000004,9,BAAAAA+Arial-BoldMT,4,9,der,0
001_sd.pdf,1,619.101,241.14200000000002,9,BAAAAA+Arial-BoldMT,4,9,das,0
001_sd.pdf,1,619.101,259.223,9,BAAAAA+Arial-BoldMT,4,9,Sicherheitsdatenblatt,0
001_sd.pdf,1,619.101,353.52500000000003,9,BAAAAA+Arial-BoldMT,4,9,bereitstellt,0
001_sd.pdf,1,608.601,58.3,9,CAAAAA+ArialMT,7,2,1.3.1,0
001_sd.pdf,1,608.301,95.0,9,BAAAAA+Arial-BoldMT,4,10,Anschrift,0
001_sd.pdf,1,608.301,136.949,9,BAAAAA+Arial-BoldMT,4,10,des,0
001_sd.pdf,1,608.301,155.03,9,BAAAAA+Arial-BoldMT,4,10,Herstellers,0
001_sd.pdf,1,608.301,204.21500000000003,9,BAAAAA+Arial-BoldMT,4,10,/,1
001_sd.pdf,1,608.301,209.20100000000002,9,BAAAAA+Arial-BoldMT,4,10,Lieferanten,0
001_sd.pdf,1,608.301,257.86400000000003,9,BAAAAA+Arial-BoldMT,4,10,:,1
001_sd.pdf,1,597.801,95.0,9,CAAAAA+ArialMT,4,11,Söll,0
001_sd.pdf,1,597.801,112.577,9,CAAAAA+ArialMT,4,11,GmbH,0
001_sd.pdf,1,597.801,138.659,9,CAAAAA+ArialMT,4,11,",",1
001_sd.pdf,1,597.801,143.645,9,CAAAAA+ArialMT,4,11,Fuhrmannstr,0
001_sd.pdf,1,597.801,194.41400000000002,9,CAAAAA+ArialMT,4,11,.,1
001_sd.pdf,1,597.801,199.49900000000002,9,CAAAAA+ArialMT,4,11,"6,",0
001_sd.pdf,1,597.801,209.58800000000002,9,CAAAAA+ArialMT,4,11,D-,0
001_sd.pdf,1,597.801,221.57600000000002,9,CAAAAA+ArialMT,4,11,95030,0
001_sd.pdf,1,597.801,249.26899999999998,9,CAAAAA+ArialMT,4,11,Hof,0
001_sd.pdf,1,587.601,95.0,9,CAAAAA+ArialMT,4,12,Telefon,0
001_sd.pdf,1,587.601,124.10600000000001,9,CAAAAA+ArialMT,4,12,:,1
001_sd.pdf,1,587.601,129.191,9,CAAAAA+ArialMT,4,12,+49,0
001_sd.pdf,1,587.601,147.083,9,CAAAAA+ArialMT,4,12,-,0
001_sd.pdf,1,587.601,152.573,9,CAAAAA+ArialMT,4,12,9281-72850,0
001_sd.pdf,1,587.601,200.87600000000003,9,CAAAAA+ArialMT,4,12,",",1
001_sd.pdf,1,587.601,205.87100000000004,9,CAAAAA+ArialMT,4,12,Telefax,0
001_sd.pdf,1,587.601,234.24800000000002,9,CAAAAA+ArialMT,4,12,:,1
001_sd.pdf,1,587.601,239.234,9,CAAAAA+ArialMT,4,12,+49,0
001_sd.pdf,1,587.601,257.11699999999996,9,CAAAAA+ArialMT,4,12,–,0
001_sd.pdf,1,587.601,264.70399999999995,9,CAAAAA+ArialMT,4,12,9281-1011,0
001_sd.pdf,1,587.601,307.2109999999999,9,CAAAAA+ArialMT,4,12,",",1
001_sd.pdf,1,587.601,312.2959999999999,9,CAAAAA+ArialMT,4,12,E-Mail,0
001_sd.pdf,1,587.601,337.68499999999983,9,CAAAAA+ArialMT,4,12,:,1
001_sd.pdf,1,587.601,342.76999999999987,9,CAAAAA+ArialMT,4,12,info@soelltec,0
001_sd.pdf,1,587.601,397.33699999999976,9,CAAAAA+ArialMT,4,12,.,1
001_sd.pdf,1,587.601,399.82999999999976,9,CAAAAA+ArialMT,4,12,de,0
001_sd.pdf,1,577.401,58.3,9,CAAAAA+ArialMT,8,1,1.3.2,0
001_sd.pdf,1,577.101,95.0,9,BAAAAA+Arial-BoldMT,4,13,Verantwortlich,0
001_sd.pdf,1,577.101,159.845,9,BAAAAA+Arial-BoldMT,4,13,für,0
001_sd.pdf,1,577.101,174.326,9,BAAAAA+Arial-BoldMT,4,13,das,0
001_sd.pdf,1,577.101,192.40699999999998,9,BAAAAA+Arial-BoldMT,4,13,Datenblatt,0
001_sd.pdf,1,577.101,236.47100000000003,9,BAAAAA+Arial-BoldMT,4,13,:,1
001_sd.pdf,1,566.601,95.0,9,CAAAAA+ArialMT,4,14,CoSiChem,0
001_sd.pdf,1,566.601,140.693,9,CAAAAA+ArialMT,4,14,AG,0
001_sd.pdf,1,566.601,153.68,9,CAAAAA+ArialMT,4,14,",",1
001_sd.pdf,1,566.601,158.666,9,CAAAAA+ArialMT,4,14,Ernst-Lemmer-Straße,0
001_sd.pdf,1,566.601,248.57600000000005,9,CAAAAA+ArialMT,4,14,"23,",0
001_sd.pdf,1,566.601,263.669,9,CAAAAA+ArialMT,4,14,D,0
001_sd.pdf,1,566.601,272.65999999999997,9,CAAAAA+ArialMT,4,14,-,0
001_sd.pdf,1,566.601,278.15,9,CAAAAA+ArialMT,4,14,35041,0
001_sd.pdf,1,566.601,305.94199999999995,9,CAAAAA+ArialMT,4,14,Marburg,0
001_sd.pdf,1,566.601,339.332,9,CAAAAA+ArialMT,4,14,",",1
001_sd.pdf,1,566.601,344.4169999999999,9,CAAAAA+ArialMT,4,14,info@cosichem,0
001_sd.pdf,1,566.601,406.4809999999999,9,CAAAAA+ArialMT,4,14,.,1
001_sd.pdf,1,566.601,408.9739999999999,9,CAAAAA+ArialMT,4,14,de,0
001_sd.pdf,1,556.401,58.3,9,CAAAAA+ArialMT,9,1,1.4,0
001_sd.pdf,1,556.101,95.0,9,BAAAAA+Arial-BoldMT,4,15,Notrufnummer,0
001_sd.pdf,1,545.601,95.0,9,CAAAAA+ArialMT,4,16,Notfall,0
001_sd.pdf,1,545.601,123.17,9,CAAAAA+ArialMT,4,16,-,0
001_sd.pdf,1,545.601,128.57,9,CAAAAA+ArialMT,4,16,Telefon,0
001_sd.pdf,1,545.601,160.26799999999997,9,CAAAAA+ArialMT,4,16,des,0
001_sd.pdf,1,545.601,177.35899999999998,9,CAAAAA+ArialMT,4,16,Herstellers,0
001_sd.pdf,1,545.601,223.21400000000003,9,CAAAAA+ArialMT,4,16,/,1
001_sd.pdf,1,545.601,228.20000000000002,9,CAAAAA+ArialMT,4,16,Lieferanten,0
001_sd.pdf,1,545.601,316.2,9,CAAAAA+ArialMT,5,1,Beratungsstelle,0
001_sd.pdf,1,545.601,381.252,9,CAAAAA+ArialMT,5,1,für,0
001_sd.pdf,1,545.601,394.239,9,CAAAAA+ArialMT,5,1,Vergiftungserscheinungen,0
001_sd.pdf,1,535.401,95.0,9,CAAAAA+ArialMT,4,17,Telefon,0
001_sd.pdf,1,535.401,120.596,9,CAAAAA+ArialMT,4,17,:,1
001_sd.pdf,1,535.401,124.691,9,CAAAAA+ArialMT,4,17,+49,0
001_sd.pdf,1,535.401,140.585,9,CAAAAA+ArialMT,4,17,-,0
001_sd.pdf,1,535.401,145.085,9,CAAAAA+ArialMT,4,17,9281-72850,0
001_sd.pdf,1,535.401,190.481,9,CAAAAA+ArialMT,4,17,(,1
001_sd.pdf,1,535.401,192.983,9,CAAAAA+ArialMT,4,17,8,0
001_sd.pdf,1,535.401,197.483,9,CAAAAA+ArialMT,4,17,:,1
001_sd.pdf,1,535.401,199.481,9,CAAAAA+ArialMT,4,17,30,0
001_sd.pdf,1,535.401,210.57799999999997,9,CAAAAA+ArialMT,4,17,–,0
001_sd.pdf,1,535.401,217.17499999999998,9,CAAAAA+ArialMT,4,17,16,0
001_sd.pdf,1,535.401,226.17499999999998,9,CAAAAA+ArialMT,4,17,:,1
001_sd.pdf,1,535.401,228.272,9,CAAAAA+ArialMT,4,17,30,0
001_sd.pdf,1,535.401,237.272,9,CAAAAA+ArialMT,4,17,),1
001_sd.pdf,1,535.401,316.2,9,CAAAAA+ArialMT,5,2,Telefon,0
001_sd.pdf,1,535.401,341.895,9,CAAAAA+ArialMT,5,2,:,1
001_sd.pdf,1,535.401,345.89099999999996,9,CAAAAA+ArialMT,5,2,+49,0
001_sd.pdf,1,535.401,361.78499999999997,9,CAAAAA+ArialMT,5,2,761,0
001_sd.pdf,1,535.401,377.382,9,CAAAAA+ArialMT,5,2,19240,0
001_sd.pdf,1,535.401,402.177,9,CAAAAA+ArialMT,5,2,(,1
001_sd.pdf,1,535.401,404.58,9,CAAAAA+ArialMT,5,2,Deutschland,0
001_sd.pdf,1,535.401,449.481,9,CAAAAA+ArialMT,5,2,),1
001_sd.pdf,1,525.201,316.2,9,CAAAAA+ArialMT,5,3,Telefon,0
001_sd.pdf,1,525.201,341.895,9,CAAAAA+ArialMT,5,3,:,1
001_sd.pdf,1,525.201,345.89099999999996,9,CAAAAA+ArialMT,5,3,+43,0
001_sd.pdf,1,525.201,361.78499999999997,9,CAAAAA+ArialMT,5,3,1,0
001_sd.pdf,1,525.201,368.382,9,CAAAAA+ArialMT,5,3,406,0
001_sd.pdf,1,525.201,383.979,9,CAAAAA+ArialMT,5,3,43,0
001_sd.pdf,1,525.201,395.07599999999996,9,CAAAAA+ArialMT,5,3,43,0
001_sd.pdf,1,525.201,406.173,9,CAAAAA+ArialMT,5,3,(,1
001_sd.pdf,1,525.201,408.67499999999995,9,CAAAAA+ArialMT,5,3,Österreich,0
001_sd.pdf,1,525.201,445.36799999999994,9,CAAAAA+ArialMT,5,3,),1
001_sd.pdf,1,515.001,316.2,9,CAAAAA+ArialMT,5,4,Telefon,0
001_sd.pdf,1,515.001,341.895,9,CAAAAA+ArialMT,5,4,:,1
001_sd.pdf,1,515.001,345.89099999999996,9,CAAAAA+ArialMT,5,4,+32,0
001_sd.pdf,1,515.001,361.78499999999997,9,CAAAAA+ArialMT,5,4,70,0
001_sd.pdf,1,515.001,372.882,9,CAAAAA+ArialMT,5,4,245,0
001_sd.pdf,1,515.001,388.479,9,CAAAAA+ArialMT,5,4,245,0
001_sd.pdf,1,515.001,404.17499999999995,9,CAAAAA+ArialMT,5,4,(,1
001_sd.pdf,1,515.001,406.67699999999996,9,CAAAAA+ArialMT,5,4,Belgien,0
001_sd.pdf,1,515.001,433.38,9,CAAAAA+ArialMT,5,4,),1
001_sd.pdf,1,491.49,59.3,10,BAAAAA+Arial-BoldMT,10,1,ABSCHNITT,0
001_sd.pdf,1,491.49,119.55000000000001,10,BAAAAA+Arial-BoldMT,10,1,2,0
001_sd.pdf,1,491.49,125.05000000000001,10,BAAAAA+Arial-BoldMT,10,1,:,1
001_sd.pdf,1,491.49,131.14,10,BAAAAA+Arial-BoldMT,10,1,Mögliche,0
001_sd.pdf,1,491.49,177.28999999999996,10,BAAAAA+Arial-BoldMT,10,1,Gefahren,0
001_sd.pdf,1,480.201,58.3,9,CAAAAA+ArialMT,10,2,2.1,0
001_sd.pdf,1,479.801,95.0,9,BAAAAA+Arial-BoldMT,11,1,Einstufung,0
001_sd.pdf,1,479.801,144.626,9,BAAAAA+Arial-BoldMT,11,1,des,0
001_sd.pdf,1,479.801,162.707,9,BAAAAA+Arial-BoldMT,11,1,Stoffs,0
001_sd.pdf,1,479.801,190.77800000000002,9,BAAAAA+Arial-BoldMT,11,1,oder,0
001_sd.pdf,1,479.801,212.756,9,BAAAAA+Arial-BoldMT,11,1,Gemischs,0
001_sd.pdf,1,470.001,58.3,9,CAAAAA+ArialMT,10,3,*,0
001_sd.pdf,1,469.401,95.0,9,CAAAAA+ArialMT,11,2,Eye,0
001_sd.pdf,1,469.401,112.982,9,CAAAAA+ArialMT,11,2,Irrit,0
001_sd.pdf,1,469.401,125.96000000000001,9,CAAAAA+ArialMT,11,2,.,1
001_sd.pdf,1,469.401,131.04500000000002,9,CAAAAA+ArialMT,11,2,2,0
001_sd.pdf,1,469.401,136.049,9,CAAAAA+ArialMT,11,2,;,1
001_sd.pdf,1,469.401,141.13400000000001,9,CAAAAA+ArialMT,11,2,H319,0
001_sd.pdf,1,459.201,58.3,9,CAAAAA+ArialMT,10,4,2.2,0
001_sd.pdf,1,458.801,95.0,9,BAAAAA+Arial-BoldMT,11,3,Kennzeichnungselemente,0
001_sd.pdf,1,448.401,58.3,9,CAAAAA+ArialMT,10,5,*,0
001_sd.pdf,1,448.401,95.0,9,CAAAAA+ArialMT,11,4,Kennzeichnungspflichtig,0
001_sd.pdf,1,448.401,195.24200000000002,9,CAAAAA+ArialMT,11,4,nach,0
001_sd.pdf,1,448.401,217.42700000000005,9,CAAAAA+ArialMT,11,4,Verordnung,0
001_sd.pdf,1,448.401,266.711,9,CAAAAA+ArialMT,11,4,(,1
001_sd.pdf,1,448.401,269.708,9,CAAAAA+ArialMT,11,4,EG,0
001_sd.pdf,1,448.401,282.69500000000005,9,CAAAAA+ArialMT,11,4,),1
001_sd.pdf,1,448.401,288.18500000000006,9,CAAAAA+ArialMT,11,4,1272/2008,0
001_sd.pdf,1,448.401,330.9889999999999,9,CAAAAA+ArialMT,11,4,:,1
001_sd.pdf,1,448.401,336.07399999999996,9,CAAAAA+ArialMT,11,4,Ja,0
001_sd.pdf,1,448.401,345.5779999999999,9,CAAAAA+ArialMT,11,4,.,1
001_sd.pdf,1,438.201,58.3,9,CAAAAA+ArialMT,10,6,*,0
001_sd.pdf,1,438.201,95.0,9,CAAAAA+ArialMT,11,5,Sind,0
001_sd.pdf,1,438.201,115.08800000000001,9,CAAAAA+ArialMT,11,5,Ausnahmen,0
001_sd.pdf,1,438.201,165.95600000000002,9,CAAAAA+ArialMT,11,5,anwendbar,0
001_sd.pdf,1,438.201,210.55100000000004,9,CAAAAA+ArialMT,11,5,:,1
001_sd.pdf,1,438.201,215.63600000000005,9,CAAAAA+ArialMT,11,5,Ja,0
001_sd.pdf,1,438.201,225.23000000000005,9,CAAAAA+ArialMT,11,5,.,1
001_sd.pdf,1,428.001,58.3,9,CAAAAA+ArialMT,10,7,*,0
001_sd.pdf,1,428.001,95.0,9,CAAAAA+ArialMT,11,6,Signalwort,0
001_sd.pdf,1,428.001,137.075,9,CAAAAA+ArialMT,11,6,:,1
001_sd.pdf,1,428.001,141.66500000000002,9,CAAAAA+ArialMT,11,6,Achtung,0
001_sd.pdf,1,428.001,415.2,9,CAAAAA+ArialMT,12,1,*Gefahrenpiktogramme,0
001_sd.pdf,1,428.001,508.656,9,CAAAAA+ArialMT,12,1,:,1
001_sd.pdf,1,417.801,95.0,9,CAAAAA+ArialMT,11,7,Bestandteil,0
001_sd.pdf,1,417.801,139.775,9,CAAAAA+ArialMT,11,7,(,1
001_sd.pdf,1,417.801,142.772,9,CAAAAA+ArialMT,11,7,e,0
001_sd.pdf,1,417.801,147.776,9,CAAAAA+ArialMT,11,7,),1
001_sd.pdf,1,417.801,150.863,9,CAAAAA+ArialMT,11,7,:,1
001_sd.pdf,1,397.001,95.0,9,BAAAAA+Arial-BoldMT,16,1,H,0
001_sd.pdf,1,397.001,103.991,9,BAAAAA+Arial-BoldMT,16,1,-,0
001_sd.pdf,1,397.001,109.481,9,BAAAAA+Arial-BoldMT,16,1,Sätze,0
001_sd.pdf,1,397.001,132.962,9,BAAAAA+Arial-BoldMT,16,1,:,1
001_sd.pdf,1,387.201,58.3,9,CAAAAA+ArialMT,13,1,*,0
001_sd.pdf,1,386.601,95.0,9,CAAAAA+ArialMT,16,2,H319,0
001_sd.pdf,1,386.601,116.51,9,CAAAAA+ArialMT,16,2,:,1
001_sd.pdf,1,386.601,121.595,9,CAAAAA+ArialMT,16,2,Verursacht,0
001_sd.pdf,1,386.601,167.459,9,CAAAAA+ArialMT,16,2,schwere,0
001_sd.pdf,1,386.601,203.04500000000002,9,CAAAAA+ArialMT,16,2,Augenreizung,0
001_sd.pdf,1,386.601,258.836,9,CAAAAA+ArialMT,16,2,.,1
001_sd.pdf,1,365.801,95.0,9,BAAAAA+Arial-BoldMT,17,1,P,0
001_sd.pdf,1,365.801,103.397,9,BAAAAA+Arial-BoldMT,17,1,-,0
001_sd.pdf,1,365.801,108.887,9,BAAAAA+Arial-BoldMT,17,1,Sätze,0
001_sd.pdf,1,365.801,132.368,9,BAAAAA+Arial-BoldMT,17,1,:,1
001_sd.pdf,1,355.401,95.0,9,CAAAAA+ArialMT,17,2,P102,0
001_sd.pdf,1,355.401,116.096,9,CAAAAA+ArialMT,17,2,:,1
001_sd.pdf,1,355.401,121.08200000000001,9,CAAAAA+ArialMT,17,2,Darf,0
001_sd.pdf,1,355.401,140.666,9,CAAAAA+ArialMT,17,2,nicht,0
001_sd.pdf,1,355.401,162.34699999999998,9,CAAAAA+ArialMT,17,2,in,0
001_sd.pdf,1,355.401,171.93200000000002,9,CAAAAA+ArialMT,17,2,die,0
001_sd.pdf,1,355.401,186.62,9,CAAAAA+ArialMT,17,2,Hände,0
001_sd.pdf,1,355.401,215.71700000000004,9,CAAAAA+ArialMT,17,2,von,0
001_sd.pdf,1,355.401,232.817,9,CAAAAA+ArialMT,17,2,Kindern,0
001_sd.pdf,1,355.401,266.495,9,CAAAAA+ArialMT,17,2,gelangen,0
001_sd.pdf,1,355.401,303.79099999999994,9,CAAAAA+ArialMT,17,2,.,1
001_sd.pdf,1,346.401,58.3,9,CAAAAA+ArialMT,14,1,*,0
001_sd.pdf,1,345.201,95.0,9,CAAAAA+ArialMT,17,3,P305+P351+P338,0
001_sd.pdf,1,345.201,168.89,9,CAAAAA+ArialMT,17,3,:,1
001_sd.pdf,1,345.201,173.87599999999998,9,CAAAAA+ArialMT,17,3,BEI,0
001_sd.pdf,1,345.201,190.94899999999998,9,CAAAAA+ArialMT,17,3,KONTAKT,0
001_sd.pdf,1,345.201,234.82399999999998,9,CAAAAA+ArialMT,17,3,MIT,0
001_sd.pdf,1,345.201,252.41899999999998,9,CAAAAA+ArialMT,17,3,DEN,0
001_sd.pdf,1,345.201,273.4069999999999,9,CAAAAA+ArialMT,17,3,AUGEN,0
001_sd.pdf,1,345.201,305.3839999999999,9,CAAAAA+ArialMT,17,3,:,1
001_sd.pdf,1,345.201,310.3699999999999,9,CAAAAA+ArialMT,17,3,Einige,0
001_sd.pdf,1,345.201,338.04499999999985,9,CAAAAA+ArialMT,17,3,Minuten,0
001_sd.pdf,1,345.201,372.6319999999999,9,CAAAAA+ArialMT,17,3,lang,0
001_sd.pdf,1,345.201,392.3239999999999,9,CAAAAA+ArialMT,17,3,behutsam,0
001_sd.pdf,1,345.201,434.5969999999999,9,CAAAAA+ArialMT,17,3,mit,0
001_sd.pdf,1,345.201,449.2669999999999,9,CAAAAA+ArialMT,17,3,Wasser,0
001_sd.pdf,1,345.201,482.5399999999999,9,CAAAAA+ArialMT,17,3,spülen,0
