,doc,word,special_char,usecase_part,usecase_pro,usecase_con
148,001_sd.pdf,info@cosichem,0,,,
149,001_sd.pdf,.,1,,,
150,001_sd.pdf,de,0,,,
151,001_sd.pdf,1.4,0,,,
152,001_sd.pdf,notrufnummer,0,,,
153,001_sd.pdf,notfall,0,,,
154,001_sd.pdf,-,0,,,
155,001_sd.pdf,telefon,0,,,
156,001_sd.pdf,des,0,,,
157,001_sd.pdf,herstellers,0,,,
158,001_sd.pdf,/,1,,,
159,001_sd.pdf,lieferanten,0,,,
160,001_sd.pdf,beratungsstelle,0,,,
161,001_sd.pdf,für,0,,,
162,001_sd.pdf,vergiftungserscheinungen,0,,,
163,001_sd.pdf,telefon,0,,,
164,001_sd.pdf,:,1,,,
165,001_sd.pdf,+49,0,,,
166,001_sd.pdf,-,0,,,
167,001_sd.pdf,9281-72850,0,,,
168,001_sd.pdf,(,1,,,
169,001_sd.pdf,8,0,,,
170,001_sd.pdf,:,1,,,
171,001_sd.pdf,30,0,,,
172,001_sd.pdf,–,0,,,
173,001_sd.pdf,16,0,,,
174,001_sd.pdf,:,1,,,
175,001_sd.pdf,30,0,,,
176,001_sd.pdf,),1,,,
177,001_sd.pdf,telefon,0,,,
178,001_sd.pdf,:,1,,,
179,001_sd.pdf,+49,0,,,
180,001_sd.pdf,761,0,,,
181,001_sd.pdf,19240,0,,,
182,001_sd.pdf,(,1,,,
183,001_sd.pdf,deutschland,0,,,
184,001_sd.pdf,),1,,,
185,001_sd.pdf,telefon,0,,,
186,001_sd.pdf,:,1,,,
187,001_sd.pdf,+43,0,,,
188,001_sd.pdf,1,0,,,
189,001_sd.pdf,406,0,,,
190,001_sd.pdf,43,0,,,
191,001_sd.pdf,43,0,,,
192,001_sd.pdf,(,1,,,
193,001_sd.pdf,österreich,0,,,
194,001_sd.pdf,),1,,,
195,001_sd.pdf,telefon,0,,,
196,001_sd.pdf,:,1,,,
197,001_sd.pdf,+32,0,,,
198,001_sd.pdf,70,0,,,
199,001_sd.pdf,245,0,,,
200,001_sd.pdf,245,0,,,
201,001_sd.pdf,(,1,,,
202,001_sd.pdf,belgien,0,,,
203,001_sd.pdf,),1,,,
204,001_sd.pdf,abschnitt,0,,,
205,001_sd.pdf,2,0,,,
206,001_sd.pdf,:,1,,,
207,001_sd.pdf,mögliche,0,,,
208,001_sd.pdf,gefahren,0,,,
209,001_sd.pdf,2.1,0,,,
210,001_sd.pdf,einstufung,0,,,
211,001_sd.pdf,des,0,,,
212,001_sd.pdf,stoffs,0,,,
213,001_sd.pdf,oder,0,,,
214,001_sd.pdf,gemischs,0,,,
215,001_sd.pdf,*,0,,,
216,001_sd.pdf,eye,0,,,
217,001_sd.pdf,irrit,0,,,
218,001_sd.pdf,.,1,,,
219,001_sd.pdf,2,0,,,
220,001_sd.pdf,;,1,,,
221,001_sd.pdf,h319,0,,,
222,001_sd.pdf,2.2,0,,,
223,001_sd.pdf,kennzeichnungselemente,0,,,
224,001_sd.pdf,*,0,,,
225,001_sd.pdf,kennzeichnungspflichtig,0,,,
226,001_sd.pdf,nach,0,,,
227,001_sd.pdf,verordnung,0,,,
228,001_sd.pdf,(,1,,,
229,001_sd.pdf,eg,0,,,
230,001_sd.pdf,),1,,,
231,001_sd.pdf,1272/2008,0,,,
232,001_sd.pdf,:,1,,,
233,001_sd.pdf,ja,0,,,
234,001_sd.pdf,.,1,,,
235,001_sd.pdf,*,0,,,
236,001_sd.pdf,sind,0,,,
237,001_sd.pdf,ausnahmen,0,,,
238,001_sd.pdf,anwendbar,0,,,
239,001_sd.pdf,:,1,,,
240,001_sd.pdf,ja,0,,,
241,001_sd.pdf,.,1,,,
242,001_sd.pdf,*,0,,,
243,001_sd.pdf,signalwort,0,,,
244,001_sd.pdf,:,1,,,
245,001_sd.pdf,achtung,0,,,
246,001_sd.pdf,*gefahrenpiktogramme,0,,,
247,001_sd.pdf,:,1,,,
248,001_sd.pdf,bestandteil,0,,,
249,001_sd.pdf,(,1,,,
250,001_sd.pdf,e,0,,,
251,001_sd.pdf,),1,,,
252,001_sd.pdf,:,1,,,
253,001_sd.pdf,h,0,,,
254,001_sd.pdf,-,0,,,
255,001_sd.pdf,sätze,0,,,
256,001_sd.pdf,:,1,,,
257,001_sd.pdf,*,0,,,
258,001_sd.pdf,h319,0,,,
259,001_sd.pdf,:,1,,,
260,001_sd.pdf,verursacht,0,,,
261,001_sd.pdf,schwere,0,,,
262,001_sd.pdf,augenreizung,0,,,
263,001_sd.pdf,.,1,,,
264,001_sd.pdf,p,0,,,
265,001_sd.pdf,-,0,,,
266,001_sd.pdf,sätze,0,,,
267,001_sd.pdf,:,1,,,
268,001_sd.pdf,p102,0,,,
269,001_sd.pdf,:,1,,,
270,001_sd.pdf,darf,0,,,
271,001_sd.pdf,nicht,0,,,
272,001_sd.pdf,in,0,,,
273,001_sd.pdf,die,0,,,
274,001_sd.pdf,hände,0,,,
275,001_sd.pdf,von,0,,,
276,001_sd.pdf,kindern,0,,,
277,001_sd.pdf,gelangen,0,,,
278,001_sd.pdf,.,1,,,
279,001_sd.pdf,*,0,,,
280,001_sd.pdf,p305+p351+p338,0,,,
281,001_sd.pdf,:,1,,,
282,001_sd.pdf,bei,0,,,
283,001_sd.pdf,kontakt,0,,,
284,001_sd.pdf,mit,0,,,
285,001_sd.pdf,den,0,,,
286,001_sd.pdf,augen,0,,,
287,001_sd.pdf,:,1,,,
288,001_sd.pdf,einige,0,,,
289,001_sd.pdf,minuten,0,,,
290,001_sd.pdf,lang,0,,,
291,001_sd.pdf,behutsam,0,,,
292,001_sd.pdf,mit,0,,,
293,001_sd.pdf,wasser,0,,,
294,001_sd.pdf,spülen,0,,,
295,001_sd.pdf,.,1,,,
296,001_sd.pdf,eventuell,0,,,
297,001_sd.pdf,vorhandene,0,,,
298,001_sd.pdf,kontaktlinsen,0,,,
299,001_sd.pdf,nach,0,,,
300,001_sd.pdf,möglichkeit,0,,,
301,001_sd.pdf,entfernen,0,,,
302,001_sd.pdf,.,1,,,
303,001_sd.pdf,weiter,0,,,
304,001_sd.pdf,spülen,0,,,
305,001_sd.pdf,.,1,,,
306,001_sd.pdf,*,0,,,
307,001_sd.pdf,p337+p313,0,,,
308,001_sd.pdf,:,1,,,
309,001_sd.pdf,bei,0,,,
310,001_sd.pdf,anhaltender,0,,,
311,001_sd.pdf,augenreizung,0,,,
312,001_sd.pdf,:,1,,,
313,001_sd.pdf,ärztlichen,0,,,
314,001_sd.pdf,rat,0,,,
315,001_sd.pdf,einholen,0,,,
316,001_sd.pdf,/,1,,,
317,001_sd.pdf,ärztliche,0,,,
318,001_sd.pdf,hilfe,0,,,
319,001_sd.pdf,hinzuziehen,0,,,
320,001_sd.pdf,.,1,,,
321,001_sd.pdf,*,0,,,
322,001_sd.pdf,p402,0,,,
323,001_sd.pdf,:,1,,,
324,001_sd.pdf,an,0,,,
325,001_sd.pdf,einem,0,,,
326,001_sd.pdf,trockenen,0,,,
327,001_sd.pdf,ort,0,,,
328,001_sd.pdf,aufbewahren,0,,,
329,001_sd.pdf,.,1,,,
330,001_sd.pdf,besondere,0,,,
331,001_sd.pdf,kennzeichnungen,0,,,
332,001_sd.pdf,:,1,,,
333,001_sd.pdf,obige,0,,,
334,001_sd.pdf,kennzeichnung,0,,,
335,001_sd.pdf,gilt,0,,,
336,001_sd.pdf,bei,0,,,
337,001_sd.pdf,abgabe,0,,,
338,001_sd.pdf,an,0,,,
339,001_sd.pdf,private,0,,,
340,001_sd.pdf,endverbraucher,0,,,
341,001_sd.pdf,.,1,,,
342,001_sd.pdf,2.3,0,,,
343,001_sd.pdf,sonstige,0,,,
344,001_sd.pdf,gefahren,0,,,
345,001_sd.pdf,diese,0,,,
346,001_sd.pdf,mischung,0,,,
347,001_sd.pdf,enthält,0,,,
348,001_sd.pdf,keine,0,,,
349,001_sd.pdf,stoffe,0,,,
350,001_sd.pdf,",",1,,,
351,001_sd.pdf,die,0,,,
352,001_sd.pdf,als,0,,,
353,001_sd.pdf,pbt,0,,,
354,001_sd.pdf,oder,0,,,
355,001_sd.pdf,vpvb,0,,,
356,001_sd.pdf,bewertet,0,,,
357,001_sd.pdf,sind,0,,,
358,001_sd.pdf,.,1,,,
359,001_sd.pdf,sicherheitsdatenblatt,0,,,
360,001_sd.pdf,gemäß,0,,,
361,001_sd.pdf,eu-verordnung,0,,,
362,001_sd.pdf,2015/830,0,,,
363,001_sd.pdf,seite,0,,,
364,001_sd.pdf,2,0,,,
365,001_sd.pdf,von,0,,,
366,001_sd.pdf,6,0,,,
367,001_sd.pdf,handelsname,0,,,
368,001_sd.pdf,:,1,,,
369,001_sd.pdf,premium,0,,,
370,001_sd.pdf,koistabil,0,,,
371,001_sd.pdf,hersteller,0,,,
372,001_sd.pdf,/,1,,,
373,001_sd.pdf,lieferant,0,,,
374,001_sd.pdf,:,1,,,
375,001_sd.pdf,söll,0,,,
376,001_sd.pdf,gmbh,0,,,
377,001_sd.pdf,",",1,,,
378,001_sd.pdf,fuhrmannstr,0,,,
379,001_sd.pdf,.,1,,,
380,001_sd.pdf,"6,",0,,,
381,001_sd.pdf,d-,0,,,
382,001_sd.pdf,95030,0,,,
383,001_sd.pdf,hof,0,,,
384,001_sd.pdf,telefon,0,,,
385,001_sd.pdf,:,1,,,
386,001_sd.pdf,+49,0,,,
387,001_sd.pdf,-,0,,,
388,001_sd.pdf,9281-72850,0,,,
389,001_sd.pdf,",",1,,,
390,001_sd.pdf,ausstellungsdatum,0,,,
391,001_sd.pdf,:,1,,,
392,001_sd.pdf,10.11.2017,0,,,
393,001_sd.pdf,ersatz,0,,,
394,001_sd.pdf,für,0,,,
395,001_sd.pdf,das,0,,,
396,001_sd.pdf,datenblatt,0,,,
397,001_sd.pdf,von,0,,,
398,001_sd.pdf,:,1,,,
399,001_sd.pdf,20.11.2015,0,,,
400,001_sd.pdf,abschnitt,0,,,
401,001_sd.pdf,3,0,,,
402,001_sd.pdf,:,1,,,
403,001_sd.pdf,zusammensetzung,0,,,
404,001_sd.pdf,/,1,,,
405,001_sd.pdf,angaben,0,,,
406,001_sd.pdf,zu,0,,,
407,001_sd.pdf,bestandteilen,0,,,
408,001_sd.pdf,3.1,0,,,
409,001_sd.pdf,stoffe,0,,,
410,001_sd.pdf,n.a,0,,,
411,001_sd.pdf,.,1,,,
412,001_sd.pdf,3.2,0,,,
413,001_sd.pdf,gemische,0,,,
414,001_sd.pdf,chemische,0,,,
415,001_sd.pdf,charakterisierung,0,,,
416,001_sd.pdf,:,1,,,
417,001_sd.pdf,gemisch,0,,,
418,001_sd.pdf,anorganischer,0,,,
419,001_sd.pdf,salze,0,,,
420,001_sd.pdf,.,1,,,
421,001_sd.pdf,inhaltsstoffe,0,,,
422,001_sd.pdf,:,1,,,
423,001_sd.pdf,bezeichnung,0,,,
424,001_sd.pdf,m,0,,,
425,001_sd.pdf,%,1,,,
426,001_sd.pdf,-,0,,,
427,001_sd.pdf,cas,0,,,
428,001_sd.pdf,-,0,,,
429,001_sd.pdf,nr,0,,,
430,001_sd.pdf,.,1,,,
431,001_sd.pdf,index,0,,,
432,001_sd.pdf,-,0,,,
433,001_sd.pdf,nr,0,,,
434,001_sd.pdf,.,1,,,
435,001_sd.pdf,eg,0,,,
436,001_sd.pdf,-,0,,,
437,001_sd.pdf,nr,0,,,
438,001_sd.pdf,.,1,,,
439,001_sd.pdf,reach,0,,,
440,001_sd.pdf,-,0,,,
441,001_sd.pdf,nr,0,,,
442,001_sd.pdf,.,1,,,
443,001_sd.pdf,bereich,0,,,
444,001_sd.pdf,gefahrenkodierung,0,,,
445,001_sd.pdf,/,1,,,
446,001_sd.pdf,h,0,,,
447,001_sd.pdf,-,0,,,
448,001_sd.pdf,sätze,0,,,
449,001_sd.pdf,calciumchlorid,0,,,
450,001_sd.pdf,x,0,,,
451,001_sd.pdf,2,0,,,
452,001_sd.pdf,hydrat,0,,,
453,001_sd.pdf,30,0,,,
454,001_sd.pdf,-,0,,,
455,001_sd.pdf,40,0,,,
456,001_sd.pdf,%,1,,,
457,001_sd.pdf,22691-02-7,0,,,
458,001_sd.pdf,n.a,0,,,
459,001_sd.pdf,.,1,,,
460,001_sd.pdf,233-140-8,0,,,
461,001_sd.pdf,01-2119494219-28-xxxx,0,,,
462,001_sd.pdf,eye,0,,,
463,001_sd.pdf,irrit,0,,,
464,001_sd.pdf,.,1,,,
465,001_sd.pdf,2,0,,,
466,001_sd.pdf,;,1,,,
467,001_sd.pdf,h319,0,,,
468,001_sd.pdf,wortlaut,0,,,
469,001_sd.pdf,der,0,,,
470,001_sd.pdf,h,0,,,
471,001_sd.pdf,-,0,,,
472,001_sd.pdf,sätze,0,,,
473,001_sd.pdf,:,1,,,
474,001_sd.pdf,siehe,0,,,
475,001_sd.pdf,unter,0,,,
476,001_sd.pdf,abschnitt,0,,,
477,001_sd.pdf,16.,0,,,
478,001_sd.pdf,m,0,,,
479,001_sd.pdf,%,1,,,
480,001_sd.pdf,-,0,,,
481,001_sd.pdf,bereich,0,,,
482,001_sd.pdf,:,1,,,
483,001_sd.pdf,x,0,,,
484,001_sd.pdf,–,0,,,
485,001_sd.pdf,y,0,,,
486,001_sd.pdf,≜,0,,,
487,001_sd.pdf,x,0,,,
488,001_sd.pdf,≥,0,,,
489,001_sd.pdf,–,0,,,
490,001_sd.pdf,<,0,,,
491,001_sd.pdf,y,0,,,
492,001_sd.pdf,abschnitt,0,,,
493,001_sd.pdf,4,0,,,
494,001_sd.pdf,:,1,,,
495,001_sd.pdf,erste-hilfe-maßnahmen,0,,,
496,001_sd.pdf,4.1,0,,,
497,001_sd.pdf,beschreibung,0,,,
498,001_sd.pdf,der,0,,,
499,001_sd.pdf,erste-hilfe-maßnahmen,0,,,
500,001_sd.pdf,4.1.1,0,,,
501,001_sd.pdf,nach,0,,,
502,001_sd.pdf,einatmen,0,,,
503,001_sd.pdf,:,1,,,
504,001_sd.pdf,nach,0,,,
505,001_sd.pdf,einatmen,0,,,
506,001_sd.pdf,der,0,,,
507,001_sd.pdf,brandgase,0,,,
508,001_sd.pdf,",",1,,,
509,001_sd.pdf,zersetzungsprodukte,0,,,
510,001_sd.pdf,oder,0,,,
511,001_sd.pdf,staub,0,,,
512,001_sd.pdf,im,0,,,
513,001_sd.pdf,unglücksfall,0,,,
514,001_sd.pdf,an,0,,,
515,001_sd.pdf,die,0,,,
516,001_sd.pdf,frische,0,,,
517,001_sd.pdf,luft,0,,,
518,001_sd.pdf,gehen,0,,,
519,001_sd.pdf,.,1,,,
520,001_sd.pdf,4.1.2,0,,,
521,001_sd.pdf,nach,0,,,
522,001_sd.pdf,hautkontakt,0,,,
523,001_sd.pdf,:,1,,,
524,001_sd.pdf,mit,0,,,
525,001_sd.pdf,wasser,0,,,
526,001_sd.pdf,abspülen,0,,,
527,001_sd.pdf,.,1,,,
528,001_sd.pdf,bei,0,,,
529,001_sd.pdf,anhaltenden,0,,,
530,001_sd.pdf,beschwerden,0,,,
531,001_sd.pdf,einen,0,,,
532,001_sd.pdf,arzt,0,,,
533,001_sd.pdf,aufsuchen,0,,,
534,001_sd.pdf,.,1,,,
535,001_sd.pdf,4.1.3,0,,,
536,001_sd.pdf,nach,0,,,
537,001_sd.pdf,augenkontakt,0,,,
538,001_sd.pdf,:,1,,,
539,001_sd.pdf,nach,0,,,
540,001_sd.pdf,augenkontakt,0,,,
541,001_sd.pdf,",",1,,,
542,001_sd.pdf,kontaktlinsen,0,,,
543,001_sd.pdf,entfernen,0,,,
544,001_sd.pdf,.,1,,,
545,001_sd.pdf,sofort,0,,,
546,001_sd.pdf,mit,0,,,
547,001_sd.pdf,viel,0,,,
548,001_sd.pdf,wasser,0,,,
549,001_sd.pdf,mindestens,0,,,
550,001_sd.pdf,15,0,,,
551,001_sd.pdf,minuten,0,,,
552,001_sd.pdf,lang,0,,,
553,001_sd.pdf,ausspülen,0,,,
554,001_sd.pdf,",",1,,,
555,001_sd.pdf,auch,0,,,
556,001_sd.pdf,unter,0,,,
557,001_sd.pdf,den,0,,,
558,001_sd.pdf,augenlidern,0,,,
559,001_sd.pdf,.,1,,,
560,001_sd.pdf,bei,0,,,
561,001_sd.pdf,anhaltender,0,,,
562,001_sd.pdf,augenreizung,0,,,
563,001_sd.pdf,einen,0,,,
564,001_sd.pdf,facharzt,0,,,
565,001_sd.pdf,aufsuchen,0,,,
566,001_sd.pdf,.,1,,,
567,001_sd.pdf,4.1.4,0,,,
568,001_sd.pdf,nach,0,,,
569,001_sd.pdf,verschlucken,0,,,
570,001_sd.pdf,:,1,,,
571,001_sd.pdf,mund,0,,,
572,001_sd.pdf,mit,0,,,
573,001_sd.pdf,wasser,0,,,
574,001_sd.pdf,ausspülen,0,,,
575,001_sd.pdf,und,0,,,
576,001_sd.pdf,reichlich,0,,,
577,001_sd.pdf,wasser,0,,,
578,001_sd.pdf,nachtrinken,0,,,
579,001_sd.pdf,.,1,,,
580,001_sd.pdf,kein,0,,,
581,001_sd.pdf,erbrechen,0,,,
582,001_sd.pdf,herbeiführen,0,,,
583,001_sd.pdf,.,1,,,
584,001_sd.pdf,arzt,0,,,
585,001_sd.pdf,konsultieren,0,,,
586,001_sd.pdf,.,1,,,
587,001_sd.pdf,4.2,0,,,
588,001_sd.pdf,wichtigste,0,,,
589,001_sd.pdf,akute,0,,,
590,001_sd.pdf,und,0,,,
591,001_sd.pdf,verzögert,0,,,
592,001_sd.pdf,auftretende,0,,,
593,001_sd.pdf,symptome,0,,,
594,001_sd.pdf,und,0,,,
595,001_sd.pdf,wirkungen,0,,,
596,001_sd.pdf,keine,0,,,
597,001_sd.pdf,bekannt,0,,,
598,001_sd.pdf,.,1,,,
599,001_sd.pdf,4.3,0,,,
600,001_sd.pdf,hinweise,0,,,
601,001_sd.pdf,auf,0,,,
602,001_sd.pdf,ärztliche,0,,,
603,001_sd.pdf,soforthilfe,0,,,
604,001_sd.pdf,oder,0,,,
605,001_sd.pdf,spezialbehandlung,0,,,
606,001_sd.pdf,symptomatische,0,,,
607,001_sd.pdf,behandlung,0,,,
608,001_sd.pdf,.,1,,,
609,001_sd.pdf,abschnitt,0,,,
610,001_sd.pdf,5,0,,,
611,001_sd.pdf,:,1,,,
612,001_sd.pdf,maßnahmen,0,,,
613,001_sd.pdf,zur,0,,,
614,001_sd.pdf,brandbekämpfung,0,,,
615,001_sd.pdf,5.1,0,,,
616,001_sd.pdf,löschmittel,0,,,
617,001_sd.pdf,5.1.1,0,,,
618,001_sd.pdf,geeignete,0,,,
619,001_sd.pdf,löschmittel,0,,,
620,001_sd.pdf,:,1,,,
621,001_sd.pdf,trockenlöschmittel,0,,,
622,001_sd.pdf,",",1,,,
623,001_sd.pdf,co2,0,,,
624,001_sd.pdf,",",1,,,
625,001_sd.pdf,sprühwasser,0,,,
626,001_sd.pdf,oder,0,,,
627,001_sd.pdf,"""alkohol""-schaum",0,,,
628,001_sd.pdf,verwenden,0,,,
629,001_sd.pdf,.,1,,,
630,001_sd.pdf,5.1.2,0,,,
631,001_sd.pdf,aus,0,,,
632,001_sd.pdf,sicherheitsgründen,0,,,
633,001_sd.pdf,ungeeignete,0,,,
634,001_sd.pdf,löschmittel,0,,,
635,001_sd.pdf,:,1,,,
636,001_sd.pdf,keine,0,,,
637,001_sd.pdf,.,1,,,
638,001_sd.pdf,5.2,0,,,
639,001_sd.pdf,besondere,0,,,
640,001_sd.pdf,vom,0,,,
641,001_sd.pdf,stoff,0,,,
642,001_sd.pdf,oder,0,,,
643,001_sd.pdf,gemisch,0,,,
644,001_sd.pdf,ausgehende,0,,,
645,001_sd.pdf,gefahren,0,,,
646,001_sd.pdf,*,0,,,
647,001_sd.pdf,im,0,,,
648,001_sd.pdf,brandfall,0,,,
649,001_sd.pdf,kann,0,,,
650,001_sd.pdf,freigesetzt,0,,,
651,001_sd.pdf,werden,0,,,
652,001_sd.pdf,:,1,,,
653,001_sd.pdf,kohlenstoffoxide,0,,,
654,001_sd.pdf,",",1,,,
655,001_sd.pdf,atembarer,0,,,
656,001_sd.pdf,staub,0,,,
657,001_sd.pdf,.,1,,,
658,001_sd.pdf,5.3,0,,,
659,001_sd.pdf,hinweise,0,,,
660,001_sd.pdf,für,0,,,
661,001_sd.pdf,die,0,,,
662,001_sd.pdf,brandbekämpfung,0,,,
663,001_sd.pdf,5.3.1,0,,,
664,001_sd.pdf,besondere,0,,,
665,001_sd.pdf,schutzausrüstung,0,,,
666,001_sd.pdf,:,1,,,
667,001_sd.pdf,umluftunabhängiges,0,,,
668,001_sd.pdf,atemschutzgerät,0,,,
669,001_sd.pdf,anlegen,0,,,
670,001_sd.pdf,.,1,,,
671,001_sd.pdf,dicht,0,,,
672,001_sd.pdf,schließender,0,,,
673,001_sd.pdf,chemieschutzanzug,0,,,
674,001_sd.pdf,.,1,,,
675,001_sd.pdf,5.3.2,0,,,
676,001_sd.pdf,zusätzliche,0,,,
677,001_sd.pdf,hinweise,0,,,
678,001_sd.pdf,:,1,,,
679,001_sd.pdf,brandrückstände,0,,,
680,001_sd.pdf,und,0,,,
681,001_sd.pdf,kontaminiertes,0,,,
682,001_sd.pdf,löschwasser,0,,,
683,001_sd.pdf,müssen,0,,,
684,001_sd.pdf,entsprechend,0,,,
685,001_sd.pdf,den,0,,,
686,001_sd.pdf,örtlichen,0,,,
687,001_sd.pdf,behördlichen,0,,,
688,001_sd.pdf,vorschriften,0,,,
689,001_sd.pdf,entsorgt,0,,,
690,001_sd.pdf,werden,0,,,
691,001_sd.pdf,.,1,,,
692,001_sd.pdf,sicherheitsdatenblatt,0,,,
693,001_sd.pdf,gemäß,0,,,
694,001_sd.pdf,eu-verordnung,0,,,
695,001_sd.pdf,2015/830,0,,,
696,001_sd.pdf,seite,0,,,
697,001_sd.pdf,3,0,,,
