,doc,Page,Ycord_first,Xcord_first,font_size,font_name,Object,Textbox,word,special_char,ycord_average,word_low,chapter,subchapter,date_nr,date_string,date,date_stopword,version,directive,signal,usecase_part,usecase,chem,chapter 3.2,company_name,company,label
55,001_sd.pdf,1,685.701,130.964,9,BAAAAA+Arial-BoldMT,4,3,Nr,0,685.7867142857143,nr,,,,,,,,,,,,,,,,
56,001_sd.pdf,1,685.701,140.459,9,BAAAAA+Arial-BoldMT,4,3,.,1,685.7867142857143,.,,,,,,,,,,,,,,,,
57,001_sd.pdf,1,685.701,142.862,9,BAAAAA+Arial-BoldMT,4,3,:,1,685.7867142857143,:,,,,,,,,,,,,,,,,
58,001_sd.pdf,1,686.0010000000001,254.2,9,CAAAAA+ArialMT,3,2,n.v,0,685.7867142857143,n.v,,,,,,,,,,,,,,,,
59,001_sd.pdf,1,686.0010000000001,265.495,9,CAAAAA+ArialMT,3,2,.,1,685.7867142857143,.,,,,,,,,,,,,,,,,
60,001_sd.pdf,1,674.9010000000001,95.0,9,BAAAAA+Arial-BoldMT,4,4,Rezeptur,0,674.9867142857142,rezeptur,,,,,,,,,,,,,,,,
61,001_sd.pdf,1,674.9010000000001,136.067,9,BAAAAA+Arial-BoldMT,4,4,-,1,674.9867142857142,-,,,,,,,,,,,,,,,,
62,001_sd.pdf,1,674.9010000000001,141.656,9,BAAAAA+Arial-BoldMT,4,4,Nr,0,674.9867142857142,nr,,,,,,,,,,,,,,,,
63,001_sd.pdf,1,674.9010000000001,151.05200000000002,9,BAAAAA+Arial-BoldMT,4,4,.,1,674.9867142857142,.,,,,,,,,,,,,,,,,
64,001_sd.pdf,1,674.9010000000001,153.54500000000004,9,BAAAAA+Arial-BoldMT,4,4,:,1,674.9867142857142,:,,,,,,,,,,,,,,,,
65,001_sd.pdf,1,675.201,254.2,9,CAAAAA+ArialMT,3,3,n.v,0,674.9867142857142,n.v,,,,,,,,,,,,,,,,
66,001_sd.pdf,1,675.201,265.495,9,CAAAAA+ArialMT,3,3,.,1,674.9867142857142,.,,,,,,,,,,,,,,,,
67,001_sd.pdf,1,664.1010000000001,95.0,9,BAAAAA+Arial-BoldMT,4,5,Registriernummer,0,664.2510000000001,registriernummer,,,,,,,,,,,,,,,,
68,001_sd.pdf,1,664.1010000000001,172.66099999999997,9,BAAAAA+Arial-BoldMT,4,5,:,1,664.2510000000001,:,,,,,,,,,,,,,,,,
69,001_sd.pdf,1,664.4010000000001,254.2,9,CAAAAA+ArialMT,3,4,n.a,0,664.2510000000001,n.a,,,,,,,,,,,,,,,,
70,001_sd.pdf,1,664.4010000000001,266.8,9,CAAAAA+ArialMT,3,4,.,1,664.2510000000001,.,,,,,,,,,,,,,,,,
71,001_sd.pdf,1,651.201,58.3,9,CAAAAA+ArialMT,6,1,1.2,0,650.9240769230769,1.2,,subchapter,,,,,,,,,,,,,,subchapter
72,001_sd.pdf,1,650.901,95.0,9,BAAAAA+Arial-BoldMT,4,6,Relevante,0,650.9240769230769,relevante,,subchapter,,,,,,,,,,,,,,subchapter
73,001_sd.pdf,1,650.901,140.08100000000002,9,BAAAAA+Arial-BoldMT,4,6,identifizierte,0,650.9240769230769,identifizierte,,subchapter,,,,,,,,,,,,,,subchapter
74,001_sd.pdf,1,650.901,195.8,9,BAAAAA+Arial-BoldMT,4,6,Verwendungen,0,650.9240769230769,verwendungen,,subchapter,,,,,,,,,,,,,,subchapter
75,001_sd.pdf,1,650.901,262.733,9,BAAAAA+Arial-BoldMT,4,6,des,0,650.9240769230769,des,,subchapter,,,,,,,,,,,,,,subchapter
76,001_sd.pdf,1,650.901,280.814,9,BAAAAA+Arial-BoldMT,4,6,Stoffs,0,650.9240769230769,stoffs,,subchapter,,,,,,,,,,,,,,subchapter
77,001_sd.pdf,1,650.901,308.885,9,BAAAAA+Arial-BoldMT,4,6,oder,0,650.9240769230769,oder,,subchapter,,,,,,,,,,,,,,subchapter
78,001_sd.pdf,1,650.901,330.86300000000006,9,BAAAAA+Arial-BoldMT,4,6,Gemischs,0,650.9240769230769,gemischs,,subchapter,,,,,,,,,,,,,,subchapter
79,001_sd.pdf,1,650.901,376.64600000000013,9,BAAAAA+Arial-BoldMT,4,6,und,0,650.9240769230769,und,,subchapter,,,,,,,,,,,,,,subchapter
80,001_sd.pdf,1,650.901,395.60900000000015,9,BAAAAA+Arial-BoldMT,4,6,Verwendungen,0,650.9240769230769,verwendungen,,subchapter,,,,,,,,,,,,,,subchapter
81,001_sd.pdf,1,650.901,459.95000000000016,9,BAAAAA+Arial-BoldMT,4,6,",",1,650.9240769230769,",",,subchapter,,,,,,,,,,,,,,subchapter
82,001_sd.pdf,1,650.901,465.03500000000014,9,BAAAAA+Arial-BoldMT,4,6,von,0,650.9240769230769,von,,subchapter,,,,,,,,,,,,,,subchapter
83,001_sd.pdf,1,650.901,483.51200000000017,9,BAAAAA+Arial-BoldMT,4,6,denen,0,650.9240769230769,denen,,subchapter,,,,,,,,,,,,,,subchapter
84,001_sd.pdf,1,640.101,95.0,9,BAAAAA+Arial-BoldMT,4,7,abgeraten,0,640.101,abgeraten,,subchapter,,,,,,,,,,,,,,subchapter
85,001_sd.pdf,1,640.101,140.666,9,BAAAAA+Arial-BoldMT,4,7,wird,0,640.101,wird,,subchapter,,,,,,,,,,,,,,subchapter
86,001_sd.pdf,1,629.601,95.0,9,CAAAAA+ArialMT,4,8,Identifizierte,0,629.601,identifizierte,,,,,,,,,, identifizierte verwendungen gartenteichbedarf,,,,,,
87,001_sd.pdf,1,629.601,146.264,9,CAAAAA+ArialMT,4,8,Verwendungen,0,629.601,verwendungen,,,,,,,,,, identifizierte verwendungen gartenteichbedarf,,,,,,
88,001_sd.pdf,1,629.601,206.45600000000007,9,CAAAAA+ArialMT,4,8,:,1,629.601,:,,,,,,,,,, identifizierte verwendungen gartenteichbedarf,,,,,,
89,001_sd.pdf,1,629.601,211.54100000000003,9,CAAAAA+ArialMT,4,8,Gartenteichbedarf,0,629.601,gartenteichbedarf,,,,,,,,,, identifizierte verwendungen gartenteichbedarf,usecase_con,,,,,usecase_con
90,001_sd.pdf,1,619.401,58.3,9,CAAAAA+ArialMT,7,1,1.3,0,619.1343333333333,1.3,,subchapter,,,,,,,, identifizierte verwendungen gartenteichbedarf,,,,,,subchapter
91,001_sd.pdf,1,619.101,95.0,9,BAAAAA+Arial-BoldMT,4,9,Einzelheiten,0,619.1343333333333,einzelheiten,,subchapter,,,,,,,,,,,,,,subchapter
92,001_sd.pdf,1,619.101,150.22400000000005,9,BAAAAA+Arial-BoldMT,4,9,zum,0,619.1343333333333,zum,,subchapter,,,,,,,,,,,,,,subchapter
93,001_sd.pdf,1,619.101,170.80700000000004,9,BAAAAA+Arial-BoldMT,4,9,Lieferanten,0,619.1343333333333,lieferanten,,subchapter,,,,,,,,,,,,,,subchapter
94,001_sd.pdf,1,619.101,219.47000000000003,9,BAAAAA+Arial-BoldMT,4,9,",",1,619.1343333333333,",",,subchapter,,,,,,,,,,,,,,subchapter
95,001_sd.pdf,1,619.101,224.55500000000004,9,BAAAAA+Arial-BoldMT,4,9,der,0,619.1343333333333,der,,subchapter,,,,,,,,,,,,,,subchapter
96,001_sd.pdf,1,619.101,241.142,9,BAAAAA+Arial-BoldMT,4,9,das,0,619.1343333333333,das,,subchapter,,,,,,,,,,,,,,subchapter
97,001_sd.pdf,1,619.101,259.223,9,BAAAAA+Arial-BoldMT,4,9,Sicherheitsdatenblatt,0,619.1343333333333,sicherheitsdatenblatt,,subchapter,,,,,,,,,,,,,,subchapter
98,001_sd.pdf,1,619.101,353.5250000000001,9,BAAAAA+Arial-BoldMT,4,9,bereitstellt,0,619.1343333333333,bereitstellt,,subchapter,,,,,,,,,,,,,,subchapter
99,001_sd.pdf,1,608.601,58.3,9,CAAAAA+ArialMT,7,2,1.3.1,0,608.3438571428572,1.3.1,,,,,,,,,,,,,,,,
100,001_sd.pdf,1,608.3009999999999,95.0,9,BAAAAA+Arial-BoldMT,4,10,Anschrift,0,608.3438571428572,anschrift,,,,,,,,,,,,,,,,
101,001_sd.pdf,1,608.3009999999999,136.94899999999998,9,BAAAAA+Arial-BoldMT,4,10,des,0,608.3438571428572,des,,,,,,,,,,,,,,,,
102,001_sd.pdf,1,608.3009999999999,155.03,9,BAAAAA+Arial-BoldMT,4,10,Herstellers,0,608.3438571428572,herstellers,,,,,,,,,,,,,,,,
103,001_sd.pdf,1,608.3009999999999,204.21500000000003,9,BAAAAA+Arial-BoldMT,4,10,/,1,608.3438571428572,/,,,,,,,,,,,,,,,,
104,001_sd.pdf,1,608.3009999999999,209.201,9,BAAAAA+Arial-BoldMT,4,10,Lieferanten,0,608.3438571428572,lieferanten,,,,,,,,,,,,,,,,
105,001_sd.pdf,1,608.3009999999999,257.86400000000003,9,BAAAAA+Arial-BoldMT,4,10,:,1,608.3438571428572,:,,,,,,,,,,,,,,,,
106,001_sd.pdf,1,597.8009999999999,95.0,9,CAAAAA+ArialMT,4,11,Söll,0,597.8009999999999,söll,,,,,,,,,,,,,,söll gmbh,company,company
107,001_sd.pdf,1,597.8009999999999,112.57700000000001,9,CAAAAA+ArialMT,4,11,GmbH,0,597.8009999999999,gmbh,,,,,,,,,,,,,,söll gmbh,company,company
108,001_sd.pdf,1,597.8009999999999,138.659,9,CAAAAA+ArialMT,4,11,",",1,597.8009999999999,",",,,,,,,,,,,,,,,company,company
109,001_sd.pdf,1,597.8009999999999,143.645,9,CAAAAA+ArialMT,4,11,Fuhrmannstr,0,597.8009999999999,fuhrmannstr,,,,,,,,,,,,,,,,
110,001_sd.pdf,1,597.8009999999999,194.414,9,CAAAAA+ArialMT,4,11,.,1,597.8009999999999,.,,,,,,,,,,,,,,,,
111,001_sd.pdf,1,597.8009999999999,199.499,9,CAAAAA+ArialMT,4,11,"6,",0,597.8009999999999,"6,",,,,,,,,,,,,,,,,
112,001_sd.pdf,1,597.8009999999999,209.588,9,CAAAAA+ArialMT,4,11,D-,0,597.8009999999999,d-,,,,,,,,,,,,,,,,
113,001_sd.pdf,1,597.8009999999999,221.576,9,CAAAAA+ArialMT,4,11,95030,0,597.8009999999999,95030,,,,,,,,,,,,,,,,
114,001_sd.pdf,1,597.8009999999999,249.269,9,CAAAAA+ArialMT,4,11,Hof,0,597.8009999999999,hof,,,,,,,,,,,,,,,,
115,001_sd.pdf,1,587.601,95.0,9,CAAAAA+ArialMT,4,12,Telefon,0,587.601,telefon,,,,,,,,,,,,,,,,
116,001_sd.pdf,1,587.601,124.106,9,CAAAAA+ArialMT,4,12,:,1,587.601,:,,,,,,,,,,,,,,,,
117,001_sd.pdf,1,587.601,129.191,9,CAAAAA+ArialMT,4,12,+49,0,587.601,+49,,,,,,,,,,,,,,,,
118,001_sd.pdf,1,587.601,147.083,9,CAAAAA+ArialMT,4,12,-,1,587.601,-,,,,,,,,,,,,,,,,
119,001_sd.pdf,1,587.601,152.57299999999998,9,CAAAAA+ArialMT,4,12,9281-72850,0,587.601,9281-72850,,,,,,,,,,,,,,,,
120,001_sd.pdf,1,587.601,200.87600000000003,9,CAAAAA+ArialMT,4,12,",",1,587.601,",",,,,,,,,,,,,,,,,
121,001_sd.pdf,1,587.601,205.87100000000004,9,CAAAAA+ArialMT,4,12,Telefax,0,587.601,telefax,,,,,,,,,,,,,,,,
122,001_sd.pdf,1,587.601,234.248,9,CAAAAA+ArialMT,4,12,:,1,587.601,:,,,,,,,,,,,,,,,,
123,001_sd.pdf,1,587.601,239.234,9,CAAAAA+ArialMT,4,12,+49,0,587.601,+49,,,,,,,,,,,,,,,,
124,001_sd.pdf,1,587.601,257.117,9,CAAAAA+ArialMT,4,12,–,1,587.601,–,,,,,,,,,,,,,,,,
125,001_sd.pdf,1,587.601,264.70399999999995,9,CAAAAA+ArialMT,4,12,9281-1011,0,587.601,9281-1011,,,,,,,,,,,,,,,,
126,001_sd.pdf,1,587.601,307.2109999999999,9,CAAAAA+ArialMT,4,12,",",1,587.601,",",,,,,,,,,,,,,,,,
127,001_sd.pdf,1,587.601,312.2959999999999,9,CAAAAA+ArialMT,4,12,E-Mail,0,587.601,e-mail,,,,,,,,,,,,,,,,
128,001_sd.pdf,1,587.601,337.68499999999983,9,CAAAAA+ArialMT,4,12,:,1,587.601,:,,,,,,,,,,,,,,,,
129,001_sd.pdf,1,587.601,342.76999999999987,9,CAAAAA+ArialMT,4,12,info@soelltec.de,0,587.601,info@soelltec.de,,,,,,,,,,,,,,,,
130,001_sd.pdf,1,577.401,58.3,9,CAAAAA+ArialMT,8,1,1.3.2,0,577.1510000000002,1.3.2,,,,,,,,,,,,,,,,
131,001_sd.pdf,1,577.101,95.0,9,BAAAAA+Arial-BoldMT,4,13,Verantwortlich,0,577.1510000000002,verantwortlich,,,,,,,,,,,,,,,,
132,001_sd.pdf,1,577.101,159.845,9,BAAAAA+Arial-BoldMT,4,13,für,0,577.1510000000002,für,,,,,,,,,,,,,,,,
133,001_sd.pdf,1,577.101,174.326,9,BAAAAA+Arial-BoldMT,4,13,das,0,577.1510000000002,das,,,,,,,,,,,,,,,,
134,001_sd.pdf,1,577.101,192.407,9,BAAAAA+Arial-BoldMT,4,13,Datenblatt,0,577.1510000000002,datenblatt,,,,,,,,,,,,,,,,
135,001_sd.pdf,1,577.101,236.47100000000003,9,BAAAAA+Arial-BoldMT,4,13,:,1,577.1510000000002,:,,,,,,,,,,,,,,,,
136,001_sd.pdf,1,566.601,95.0,9,CAAAAA+ArialMT,4,14,CoSiChem,0,566.601,cosichem,,,,,,,,,,,,,,,,
137,001_sd.pdf,1,566.601,140.69299999999998,9,CAAAAA+ArialMT,4,14,AG,0,566.601,ag,,,,,,,,,,,,,,,,
138,001_sd.pdf,1,566.601,153.68,9,CAAAAA+ArialMT,4,14,",",1,566.601,",",,,,,,,,,,,,,,,,
139,001_sd.pdf,1,566.601,158.666,9,CAAAAA+ArialMT,4,14,Ernst-Lemmer-Straße,0,566.601,ernst-lemmer-straße,,,,,,,,,,,,,,,,
140,001_sd.pdf,1,566.601,248.57600000000005,9,CAAAAA+ArialMT,4,14,"23,",0,566.601,"23,",,,,,,,,,,,,,,,,
141,001_sd.pdf,1,566.601,263.66900000000004,9,CAAAAA+ArialMT,4,14,D,0,566.601,d,,,,,,,,,,,,,,,,
142,001_sd.pdf,1,566.601,272.66,9,CAAAAA+ArialMT,4,14,-,1,566.601,-,,,,,,,,,,,,,,,,
143,001_sd.pdf,1,566.601,278.15,9,CAAAAA+ArialMT,4,14,35041,0,566.601,35041,,,,,,,,,,,,,,,,
144,001_sd.pdf,1,566.601,305.94199999999995,9,CAAAAA+ArialMT,4,14,Marburg,0,566.601,marburg,,,,,,,,,,,,,,,,
145,001_sd.pdf,1,566.601,339.332,9,CAAAAA+ArialMT,4,14,",",1,566.601,",",,,,,,,,,,,,,,,,
146,001_sd.pdf,1,566.601,344.41699999999986,9,CAAAAA+ArialMT,4,14,info@cosichem.de,0,566.601,info@cosichem.de,,,,,,,,,,,,,,,,
147,001_sd.pdf,1,556.401,58.3,9,CAAAAA+ArialMT,9,1,1.4,0,556.251,1.4,,subchapter,,,,,,,,,,,,,,subchapter
148,001_sd.pdf,1,556.101,95.0,9,BAAAAA+Arial-BoldMT,4,15,Notrufnummer,0,556.251,notrufnummer,,subchapter,,,,,,,,,,,,,,subchapter
149,001_sd.pdf,1,545.601,95.0,9,CAAAAA+ArialMT,4,16,Notfall,0,545.601,notfall,,,,,,,,,,,,,,,,
150,001_sd.pdf,1,545.601,123.17,9,CAAAAA+ArialMT,4,16,-,1,545.601,-,,,,,,,,,,,,,,,,
151,001_sd.pdf,1,545.601,128.57,9,CAAAAA+ArialMT,4,16,Telefon,0,545.601,telefon,,,,,,,,,,,,,,,,
152,001_sd.pdf,1,545.601,160.26799999999997,9,CAAAAA+ArialMT,4,16,des,0,545.601,des,,,,,,,,,,,,,,,,
153,001_sd.pdf,1,545.601,177.35899999999995,9,CAAAAA+ArialMT,4,16,Herstellers,0,545.601,herstellers,,,,,,,,,,,,,,,,
154,001_sd.pdf,1,545.601,223.21400000000003,9,CAAAAA+ArialMT,4,16,/,1,545.601,/,,,,,,,,,,,,,,,,
155,001_sd.pdf,1,545.601,228.2,9,CAAAAA+ArialMT,4,16,Lieferanten,0,545.601,lieferanten,,,,,,,,,,,,,,,,
156,001_sd.pdf,1,545.601,316.2,9,CAAAAA+ArialMT,5,1,Beratungsstelle,0,545.601,beratungsstelle,,,,,,,,,,,,,,,,
157,001_sd.pdf,1,545.601,381.25199999999995,9,CAAAAA+ArialMT,5,1,für,0,545.601,für,,,,,,,,,,,,,,,,
158,001_sd.pdf,1,545.601,394.23900000000003,9,CAAAAA+ArialMT,5,1,Vergiftungserscheinungen,0,545.601,vergiftungserscheinungen,,,,,,,,,,,,,,,,
159,001_sd.pdf,1,535.401,95.0,9,CAAAAA+ArialMT,4,17,Telefon,0,535.401,telefon,,,,,,,,,,,,,,,,
160,001_sd.pdf,1,535.401,120.596,9,CAAAAA+ArialMT,4,17,:,1,535.401,:,,,,,,,,,,,,,,,,
161,001_sd.pdf,1,535.401,124.691,9,CAAAAA+ArialMT,4,17,+49,0,535.401,+49,,,,,,,,,,,,,,,,
162,001_sd.pdf,1,535.401,140.585,9,CAAAAA+ArialMT,4,17,-,1,535.401,-,,,,,,,,,,,,,,,,
163,001_sd.pdf,1,535.401,145.085,9,CAAAAA+ArialMT,4,17,9281-72850,0,535.401,9281-72850,,,,,,,,,,,,,,,,
164,001_sd.pdf,1,535.401,190.481,9,CAAAAA+ArialMT,4,17,(,1,535.401,(,,,,,,,,,,,,,,,,
165,001_sd.pdf,1,535.401,192.983,9,CAAAAA+ArialMT,4,17,8,0,535.401,8,,,,,,,,,,,,,,,,
166,001_sd.pdf,1,535.401,197.483,9,CAAAAA+ArialMT,4,17,:,1,535.401,:,,,,,,,,,,,,,,,,
167,001_sd.pdf,1,535.401,199.481,9,CAAAAA+ArialMT,4,17,30,0,535.401,30,,,,,,,,,,,,,,,,
168,001_sd.pdf,1,535.401,210.578,9,CAAAAA+ArialMT,4,17,–,1,535.401,–,,,,,,,,,,,,,,,,
169,001_sd.pdf,1,535.401,217.175,9,CAAAAA+ArialMT,4,17,16,0,535.401,16,,,,,,,,,,,,,,,,
170,001_sd.pdf,1,535.401,226.175,9,CAAAAA+ArialMT,4,17,:,1,535.401,:,,,,,,,,,,,,,,,,
171,001_sd.pdf,1,535.401,228.27200000000002,9,CAAAAA+ArialMT,4,17,30,0,535.401,30,,,,,,,,,,,,,,,,
172,001_sd.pdf,1,535.401,237.27200000000002,9,CAAAAA+ArialMT,4,17,),1,535.401,),,,,,,,,,,,,,,,,
173,001_sd.pdf,1,535.401,316.2,9,CAAAAA+ArialMT,5,2,Telefon,0,535.401,telefon,,,,,,,,,,,,,,,,
