,doc,Page,Ycord_first,Xcord_first,font_size,font_name,Object,Textbox,word,special_char,ycord_average
174,001_sd.pdf,1,535.401,341.895,9,CAAAAA+ArialMT,5,2,:,1,535.401
175,001_sd.pdf,1,535.401,345.89099999999996,9,CAAAAA+ArialMT,5,2,+49,0,535.401
176,001_sd.pdf,1,535.401,361.78499999999997,9,CAAAAA+ArialMT,5,2,761,0,535.401
177,001_sd.pdf,1,535.401,377.382,9,CAAAAA+ArialMT,5,2,19240,0,535.401
178,001_sd.pdf,1,535.401,402.177,9,CAAAAA+ArialMT,5,2,(,1,535.401
179,001_sd.pdf,1,535.401,404.58,9,CAAAAA+ArialMT,5,2,Deutschland,0,535.401
180,001_sd.pdf,1,535.401,449.481,9,CAAAAA+ArialMT,5,2,),1,535.401
181,001_sd.pdf,1,525.201,316.2,9,CAAAAA+ArialMT,5,3,Telefon,0,525.201
182,001_sd.pdf,1,525.201,341.895,9,CAAAAA+ArialMT,5,3,:,1,525.201
183,001_sd.pdf,1,525.201,345.89099999999996,9,CAAAAA+ArialMT,5,3,+43,0,525.201
184,001_sd.pdf,1,525.201,361.78499999999997,9,CAAAAA+ArialMT,5,3,1,0,525.201
185,001_sd.pdf,1,525.201,368.382,9,CAAAAA+ArialMT,5,3,406,0,525.201
186,001_sd.pdf,1,525.201,383.979,9,CAAAAA+ArialMT,5,3,43,0,525.201
187,001_sd.pdf,1,525.201,395.07599999999996,9,CAAAAA+ArialMT,5,3,43,0,525.201
188,001_sd.pdf,1,525.201,406.173,9,CAAAAA+ArialMT,5,3,(,1,525.201
189,001_sd.pdf,1,525.201,408.67499999999995,9,CAAAAA+ArialMT,5,3,Österreich,0,525.201
190,001_sd.pdf,1,525.201,445.36799999999994,9,CAAAAA+ArialMT,5,3,),1,525.201
191,001_sd.pdf,1,515.001,316.2,9,CAAAAA+ArialMT,5,4,Telefon,0,515.001
192,001_sd.pdf,1,515.001,341.895,9,CAAAAA+ArialMT,5,4,:,1,515.001
193,001_sd.pdf,1,515.001,345.89099999999996,9,CAAAAA+ArialMT,5,4,+32,0,515.001
194,001_sd.pdf,1,515.001,361.78499999999997,9,CAAAAA+ArialMT,5,4,70,0,515.001
195,001_sd.pdf,1,515.001,372.882,9,CAAAAA+ArialMT,5,4,245,0,515.001
196,001_sd.pdf,1,515.001,388.479,9,CAAAAA+ArialMT,5,4,245,0,515.001
197,001_sd.pdf,1,515.001,404.17499999999995,9,CAAAAA+ArialMT,5,4,(,1,515.001
198,001_sd.pdf,1,515.001,406.67699999999996,9,CAAAAA+ArialMT,5,4,Belgien,0,515.001
199,001_sd.pdf,1,515.001,433.38,9,CAAAAA+ArialMT,5,4,),1,515.001
200,001_sd.pdf,1,491.49,59.3,10,BAAAAA+Arial-BoldMT,10,1,ABSCHNITT,0,491.49
201,001_sd.pdf,1,491.49,119.55000000000001,10,BAAAAA+Arial-BoldMT,10,1,2,0,491.49
202,001_sd.pdf,1,491.49,125.05000000000001,10,BAAAAA+Arial-BoldMT,10,1,:,1,491.49
203,001_sd.pdf,1,491.49,131.14,10,BAAAAA+Arial-BoldMT,10,1,Mögliche,0,491.49
204,001_sd.pdf,1,491.49,177.28999999999996,10,BAAAAA+Arial-BoldMT,10,1,Gefahren,0,491.49
205,001_sd.pdf,1,480.201,58.3,9,CAAAAA+ArialMT,10,2,2.1,0,479.86766666666665
206,001_sd.pdf,1,479.801,95.0,9,BAAAAA+Arial-BoldMT,11,1,Einstufung,0,479.86766666666665
207,001_sd.pdf,1,479.801,144.626,9,BAAAAA+Arial-BoldMT,11,1,des,0,479.86766666666665
208,001_sd.pdf,1,479.801,162.707,9,BAAAAA+Arial-BoldMT,11,1,Stoffs,0,479.86766666666665
209,001_sd.pdf,1,479.801,190.77800000000002,9,BAAAAA+Arial-BoldMT,11,1,oder,0,479.86766666666665
210,001_sd.pdf,1,479.801,212.756,9,BAAAAA+Arial-BoldMT,11,1,Gemischs,0,479.86766666666665
211,001_sd.pdf,1,470.001,58.3,9,CAAAAA+ArialMT,10,3,*,1,469.4867142857143
212,001_sd.pdf,1,469.401,95.0,9,CAAAAA+ArialMT,11,2,Eye,0,469.4867142857143
213,001_sd.pdf,1,469.401,112.982,9,CAAAAA+ArialMT,11,2,Irrit,0,469.4867142857143
214,001_sd.pdf,1,469.401,125.96000000000001,9,CAAAAA+ArialMT,11,2,.,1,469.4867142857143
215,001_sd.pdf,1,469.401,131.04500000000002,9,CAAAAA+ArialMT,11,2,2,0,469.4867142857143
216,001_sd.pdf,1,469.401,136.049,9,CAAAAA+ArialMT,11,2,;,1,469.4867142857143
217,001_sd.pdf,1,469.401,141.13400000000001,9,CAAAAA+ArialMT,11,2,H319,0,469.4867142857143
218,001_sd.pdf,1,459.201,58.3,9,CAAAAA+ArialMT,10,4,2.2,0,459.001
219,001_sd.pdf,1,458.801,95.0,9,BAAAAA+Arial-BoldMT,11,3,Kennzeichnungselemente,0,459.001
220,001_sd.pdf,1,448.401,58.3,9,CAAAAA+ArialMT,10,5,*,1,448.401
221,001_sd.pdf,1,448.401,95.0,9,CAAAAA+ArialMT,11,4,Kennzeichnungspflichtig,0,448.401
222,001_sd.pdf,1,448.401,195.24200000000002,9,CAAAAA+ArialMT,11,4,nach,0,448.401
223,001_sd.pdf,1,448.401,217.42700000000005,9,CAAAAA+ArialMT,11,4,Verordnung,0,448.401
224,001_sd.pdf,1,448.401,266.711,9,CAAAAA+ArialMT,11,4,(,1,448.401
225,001_sd.pdf,1,448.401,269.708,9,CAAAAA+ArialMT,11,4,EG,0,448.401
226,001_sd.pdf,1,448.401,282.69500000000005,9,CAAAAA+ArialMT,11,4,),1,448.401
227,001_sd.pdf,1,448.401,288.18500000000006,9,CAAAAA+ArialMT,11,4,1272/2008,0,448.401
228,001_sd.pdf,1,448.401,330.9889999999999,9,CAAAAA+ArialMT,11,4,:,1,448.401
229,001_sd.pdf,1,448.401,336.07399999999996,9,CAAAAA+ArialMT,11,4,Ja,0,448.401
230,001_sd.pdf,1,448.401,345.5779999999999,9,CAAAAA+ArialMT,11,4,.,1,448.401
231,001_sd.pdf,1,438.201,58.3,9,CAAAAA+ArialMT,10,6,*,1,438.201
232,001_sd.pdf,1,438.201,95.0,9,CAAAAA+ArialMT,11,5,Sind,0,438.201
233,001_sd.pdf,1,438.201,115.08800000000001,9,CAAAAA+ArialMT,11,5,Ausnahmen,0,438.201
234,001_sd.pdf,1,438.201,165.95600000000002,9,CAAAAA+ArialMT,11,5,anwendbar,0,438.201
235,001_sd.pdf,1,438.201,210.55100000000004,9,CAAAAA+ArialMT,11,5,:,1,438.201
236,001_sd.pdf,1,438.201,215.63600000000005,9,CAAAAA+ArialMT,11,5,Ja,0,438.201
237,001_sd.pdf,1,438.201,225.23000000000005,9,CAAAAA+ArialMT,11,5,.,1,438.201
238,001_sd.pdf,1,428.001,58.3,9,CAAAAA+ArialMT,10,7,*,1,428.001
239,001_sd.pdf,1,428.001,95.0,9,CAAAAA+ArialMT,11,6,Signalwort,0,428.001
240,001_sd.pdf,1,428.001,137.075,9,CAAAAA+ArialMT,11,6,:,1,428.001
241,001_sd.pdf,1,428.001,141.66500000000002,9,CAAAAA+ArialMT,11,6,Achtung,0,428.001
242,001_sd.pdf,1,428.001,415.2,9,CAAAAA+ArialMT,12,1,*Gefahrenpiktogramme,0,428.001
243,001_sd.pdf,1,428.001,508.656,9,CAAAAA+ArialMT,12,1,:,1,428.001
244,001_sd.pdf,1,417.801,95.0,9,CAAAAA+ArialMT,11,7,Bestandteil,0,417.801
245,001_sd.pdf,1,417.801,139.775,9,CAAAAA+ArialMT,11,7,(,1,417.801
246,001_sd.pdf,1,417.801,142.772,9,CAAAAA+ArialMT,11,7,e,0,417.801
247,001_sd.pdf,1,417.801,147.776,9,CAAAAA+ArialMT,11,7,),1,417.801
248,001_sd.pdf,1,417.801,150.863,9,CAAAAA+ArialMT,11,7,:,1,417.801
249,001_sd.pdf,1,397.001,95.0,9,BAAAAA+Arial-BoldMT,16,1,H,0,397.001
250,001_sd.pdf,1,397.001,103.991,9,BAAAAA+Arial-BoldMT,16,1,-,1,397.001
251,001_sd.pdf,1,397.001,109.481,9,BAAAAA+Arial-BoldMT,16,1,Sätze,0,397.001
252,001_sd.pdf,1,397.001,132.962,9,BAAAAA+Arial-BoldMT,16,1,:,1,397.001
253,001_sd.pdf,1,387.201,58.3,9,CAAAAA+ArialMT,13,1,*,1,386.6867142857143
254,001_sd.pdf,1,386.601,95.0,9,CAAAAA+ArialMT,16,2,H319,0,386.6867142857143
255,001_sd.pdf,1,386.601,116.51,9,CAAAAA+ArialMT,16,2,:,1,386.6867142857143
